screen_name|created_at|text|retweet_count|favorite_count
realDonaldTrump|Mon Apr 09 19:17:39 +0000 2018|The Democrats are not doing what?s right for our country. I will not rest until we have secured our borders and restored the rule of law! https://t.co/zKGgPlaadS|26029|101908
realDonaldTrump|Mon Apr 09 10:03:16 +0000 2018|When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No, it sounds like STUPID TRADE -  going on for years!|45014|171906
realDonaldTrump|Mon Apr 09 00:43:27 +0000 2018|Congratulations to Patrick Reed on his great and courageous MASTERS win! When Patrick had his amazing win at Doral 5 years ago, people saw his great talent, and a bright future ahead. Now he is the Masters Champion!|12324|90091
realDonaldTrump|Sun Apr 08 13:12:57 +0000 2018|If President Obama had crossed his stated Red Line In The Sand, the Syrian disaster would have ended long ago! Animal Assad would have been history!|23548|88696
realDonaldTrump|Sun Apr 08 13:04:22 +0000 2018|....to pay. Open area immediately for medical help and verification. Another humanitarian disaster for no reason whatsoever. SICK!|14806|65814
realDonaldTrump|Sun Apr 08 13:00:06 +0000 2018|Many dead, including women and children, in mindless CHEMICAL attack in Syria. Area of atrocity is in lockdown and encircled by Syrian Army, making it completely inaccessible to outside world. President Putin, Russia and Iran are responsible for backing Animal Assad. Big price...|31462|98620
realDonaldTrump|Sun Apr 08 12:12:35 +0000 2018|President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &amp; a deal will be made on Intellectual Property. Great future for both countries!|22933|104672
realDonaldTrump|Sun Apr 08 11:58:13 +0000 2018|The Washington Post is far more fiction than fact. Story after story is made up garbage - more like a poorly written novel than good reporting. Always quoting sources (not names), many of which don?t exist. Story on John Kelly isn?t true, just another hit job!|19479|78628
realDonaldTrump|Sun Apr 08 11:27:49 +0000 2018|?The FBI closed the case on Hillary, which was a rigged investigation. They exonerated her even before they ever interviewed her, they never even put her under oath.....? and much more. So true Jesse! @WattersWorld|20091|76237
realDonaldTrump|Sun Apr 08 00:03:23 +0000 2018|While Security spending was somewhat more than his predecessor, Scott Pruitt has received death threats because of his bold actions at EPA. Record clean Air &amp; Water while saving USA Billions of Dollars. Rent was about market rate, travel expenses OK. Scott is doing a great job!|17493|73427
realDonaldTrump|Sat Apr 07 22:42:22 +0000 2018|Fire at Trump Tower is out. Very confined (well built building). Firemen (and women) did a great job. THANK YOU!|23103|131730
realDonaldTrump|Sat Apr 07 21:00:39 +0000 2018|What does the Department of Justice and FBI have to hide? Why aren?t they giving the strongly requested documents (unredacted) to the HOUSE JUDICIARY COMMITTEE? Stalling, but for what reason? Not looking good!|25439|91371
realDonaldTrump|Sat Apr 07 20:52:58 +0000 2018|Lawmakers of the House Judiciary Committee are angrily accusing the Department of Justice of missing the Thursday Deadline for turning over UNREDACTED Documents relating to FISA abuse, FBI, Comey, Lynch, McCabe, Clinton Emails and much more. Slow walking - what is going on? BAD!|21212|76992
realDonaldTrump|Sat Apr 07 18:11:15 +0000 2018|We are sealing up our Southern Border. The people of our great country want Safety and Security. The Dems have been a disaster on this very important issue!|23616|104115
realDonaldTrump|Sat Apr 07 18:03:56 +0000 2018|The United States hasn?t had a Trade Surplus with China in 40 years. They must end unfair trade, take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year, and has been losing Billions of Dollars for decades. Cannot continue!|21210|87734
realDonaldTrump|Sat Apr 07 17:35:28 +0000 2018|Just spoke to @JustinTrudeau to pay my highest respect and condolences to the families of the terrible Humboldt Team tragedy. May God be with them all!|17235|90858
realDonaldTrump|Fri Apr 06 20:26:53 +0000 2018|Congratulations to @bernieandsid on their new @77wabcradio morning radio show in New York City. It was an honor to join you two ? good luck! https://t.co/sulTcRp3IC|8418|39719
realDonaldTrump|Fri Apr 06 20:23:58 +0000 2018|?BET founder: Trump's economy is bringing black workers back into the labor force? https://t.co/TtMDfi4bv0|28650|94597
realDonaldTrump|Fri Apr 06 16:24:27 +0000 2018|AMERICA IS OPEN FOR BUSINESS! https://t.co/5jxdojPZmN|15759|66832
realDonaldTrump|Fri Apr 06 14:46:10 +0000 2018|Do you believe that the Fake News Media is pushing hard on a story that I am going to replace A.G. Jeff Sessions with EPA Chief Scott Pruitt, who is doing a great job but is TOTALLY under siege? Do people really believe this stuff? So much of the media is dishonest and corrupt!|21735|88030
