nodo_id,tipo,etiqueta,handle,author_channel_id,video_id,channel_id,canal,comentarios,videos_comentados,autores_unicos,visualizaciones,categoria
video:s0eco-BofOs,video,¿Quiénes pagan más en Centroamérica?,/@quorumgt,,s0eco-BofOs,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,1.0,,1.0,220.0,News & Politics
video:sAPrXzrdstM,video,Funciones del Ministerio de Gobernación,/@mingobguate,,sAPrXzrdstM,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,0.0,,0.0,8970.0,News & Politics
video:soZMwC0Cj18,video,Lluvias causan inundaciones y deslizamiento en Alta Verapaz,/@PrensaLibreOficial,,soZMwC0Cj18,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,0.0,,0.0,1405.0,News & Politics
video:tEfZlrP4L5I,video,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,/@dcaguatemala,,tEfZlrP4L5I,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,0.0,,0.0,265.0,News & Politics
video:tK__qZZ-H5w,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,/@GobiernodelaRepublicadeGuatema,,tK__qZZ-H5w,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,0.0,,0.0,866.0,Entertainment
video:tXLhWHWGaao,video,Breve historia política de Guatemala,/@cronicapanamericana,,tXLhWHWGaao,UCo1g4EQqLwMO9RqEv1rCUpQ,Crónica Panamericana,0.0,,0.0,144134.0,People & Blogs
video:tb6LaOWGAIo,video,"Guía Definitiva para viajar a Guatemala 2026 🇬🇹 Qué ver, itinerarios, precios y consejos",/@Welcometoelmundo,,tb6LaOWGAIo,UC70eD0hNEwDNAfNlqfRWlGA,Welcome to el Mundo,0.0,,0.0,104869.0,Travel & Events
video:tcAQGuuo_Uc,video,El Ministerio de Gobernación Guatemala  brinda conferencia de prensa.,/@GobiernodelaRepublicadeGuatema,,tcAQGuuo_Uc,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,0.0,,0.0,2254.0,Entertainment
video:tg2QuZFdn4c,video,🔴 En Vivo |  Sesión Solemne de Consejo de Gobierno en Limón,/@PresidenciadelaRepublicaCR,,tg2QuZFdn4c,UCLXHie0velori7_dqu8w_bQ,Presidencia de la República,0.0,,0.0,15726.0,News & Politics
video:tmvTbeQNCTI,video,"Hoy SABRÁN Qué Grado ACADÉMICO Tenemos, Todos Son PROFESIONALES",/@GentedeGuate,,tmvTbeQNCTI,UCTClcvXaWXGeZheUQFTQLRw,Gente de Guate,0.0,,0.0,15482.0,Entertainment
video:tqcZFVSXARQ,video,¿Listo para decir tengo #MiPrimeraCasa? 🏠✨,/@GobiernodelaRepublicadeGuatema,,tqcZFVSXARQ,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,0.0,,0.0,1373.0,Entertainment
video:vA6p51f14J4,video,Horarios especiales por celebraciones de fin de año,/@MunicipalidaddeGuatemala-1551,,vA6p51f14J4,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,0.0,,0.0,606.0,News & Politics
video:vCtk_0NzB3s,video,Clima en Guatemala esta semana: calor de hasta 39 °C y lluvias con tormentas,/@PrensaLibreOficial,,vCtk_0NzB3s,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,0.0,,0.0,1534.0,News & Politics
video:vDVXM8ODuzM,video,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,/@dcaguatemala,,vDVXM8ODuzM,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,0.0,,0.0,214.0,News & Politics
video:vNUiF-stTdo,video,resumen de noticias,/@tvinfomguatemala,,vNUiF-stTdo,UCYaCfDw7q5l_S1UHjdfzODQ,INFOM TV,0.0,,0.0,23.0,News & Politics
video:vp9MPfDG6AE,video,"Comunicado – COVIAL / Ministerio de Comunicaciones, Infraestructura y Vivienda",/@Noti7Guatemala,,vp9MPfDG6AE,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,0.0,,0.0,260.0,News & Politics
video:vqcF9RFMOLQ,video,"Ciudad de Guatemala, el mejor lugar para vivir",/@MunicipalidaddeGuatemala-1551,,vqcF9RFMOLQ,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,0.0,,0.0,215.0,News & Politics
video:w57G_5jsqtU,video,Tráfico intenso por regreso a clases del sector público extiende horas pico en el área metropolitana,/@PrensaLibreOficial,,w57G_5jsqtU,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,0.0,,0.0,625.0,News & Politics
video:wS6yC3yOAeA,video,Noticiero El Informativo. Nuestra semana de resultados.,/@GobiernodelaRepublicadeGuatema,,wS6yC3yOAeA,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,0.0,,0.0,1383.0,Entertainment
video:wVncmfsugww,video,"Spot Rendición de Cuentas, tercer cuatrimestre 2023 - 1",/@CIV_Guatemala,,wVncmfsugww,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,0.0,,0.0,15.0,People & Blogs
video:wYZPaJdVuhE,video,#LaCharla ¿Quién dirigirá el sistema portuario y qué decisiones debe tomar primero?,/@guatevision_oficial,,wYZPaJdVuhE,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,0.0,,0.0,202.0,News & Politics
video:wm1f52Mvzag,video,Gloria Álvarez: ¿Podría ser la próxima presidenta de Guatemala?,/@jorgeramos-asiveolascosas,,wm1f52Mvzag,UCN5tcDI7z6vN9s3p3n_JtoQ,Jorge Ramos,0.0,,0.0,31357.0,News & Politics
video:wpYwX-bGoz0,video,CIV prioriza proyectos con potencial para generar desarrollo en Guatemala,/@CIV_Guatemala,,wpYwX-bGoz0,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,0.0,,0.0,468.0,People & Blogs
video:x9TPnjUeuoo,video,VIDEO INSTITUCIONAL PROVIAL,/@CIV_Guatemala,,x9TPnjUeuoo,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,0.0,,0.0,2250.0,People & Blogs
video:xEcC_aMDhAk,video,MINGOB y COPADEH avanzan en la protección de personas defensoras de DDHH,/@mingobguate,,xEcC_aMDhAk,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,0.0,,0.0,17.0,News & Politics
video:xQgP0n8hVSI,video,"Primero te usan, y cuando ya no les sirves te desechan.",/@mingobguate,,xQgP0n8hVSI,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,0.0,,0.0,28.0,News & Politics
video:x_CB0ZRLQTA,video,Ricardo Quiñónez paga con nuestros impuestos netcenter,/@AlcaldexAccidente,,x_CB0ZRLQTA,UCaFyLdpZa60tkGfjOsznHSg,AlcaldexAccidente,0.0,,0.0,29419.0,People & Blogs
video:y8XMbMxMF8E,video,"Gracias a la inteligencia, coordinación y firmeza, se dió un duro golpe al crimen organizado",/@mingobguate,,y8XMbMxMF8E,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,0.0,,0.0,84.0,News & Politics
video:yCmBtmOm6nw,video,“¿DÓNDE ESTÁN?”: GOBIERNO IMPULSA MECANISMO PARA BUSCAR A DESAPARECIDOS DEL CONFLICTO ARMADO,/@iDocumenta,,yCmBtmOm6nw,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,0.0,,0.0,6.0,News & Politics
video:yLZS3JiEBg8,video,Arroz con pollo a la MONOPOLIO,/@quorumgt,,yLZS3JiEBg8,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,16.0,,16.0,1954.0,News & Politics
video:zfJlUXRSaCU,video,Brief Political History of Guatemala,/@cronicapanamericana,,zfJlUXRSaCU,UCo1g4EQqLwMO9RqEv1rCUpQ,Crónica Panamericana,0.0,,0.0,53547.0,People & Blogs
video:zweosulrwA8,video,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,/@quorumgt,,zweosulrwA8,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,1.0,,1.0,52.0,Nonprofits & Activism
video:zyA0BpEYcQU,video,Discusión entre conductor y jefe de la PMT,/@NuestroMundoGuatemala,,zyA0BpEYcQU,UC_Lj2naQPP8vmyDu-AEOo-w,Nuestro Mundo,0.0,,0.0,55349.0,People & Blogs
