origen,destino,peso
video:06mFNPU0aB8,video:6W4u8sGEnGM,1
video:6W4u8sGEnGM,video:PjmxCj-a9Hg,1
video:PjmxCj-a9Hg,video:n8iP75gIpmw,1
video:WIUZtitfLRw,video:ndAZjHqzzT8,1
video:WIUZtitfLRw,video:yLZS3JiEBg8,1
video:b_Hkrkl3adA,video:n8iP75gIpmw,1
video:is3Mk5oC19g,video:j43HgwYFKfk,1
video:j43HgwYFKfk,video:ndAZjHqzzT8,1
video:j43HgwYFKfk,video:n8iP75gIpmw,2
video:n8iP75gIpmw,video:ndAZjHqzzT8,1
video:ndAZjHqzzT8,video:yLZS3JiEBg8,2
