nodo_id,etiqueta,grado,estado
autor:UC6xI_MOaxajIWpoP8BH6E_Q,@jahirdiaz5862,0,aislado observado
autor:UCJxJC56BSAX-ArD0NAb9qnQ,@alfonsowilian9157,1,hoja
autor:UCPLW0HE3siElqCgXfgWxMqg,@elizabethmonterroso7719,0,aislado observado
autor:UCQM2tCKRRytVDRxNUfCDqQQ,@elioelias7267,0,aislado observado
autor:UC_NRVt2UP88ZNTwzrZ66JSg,@aditalissethevasquezrojas8039,0,aislado observado
autor:UCyor0Mmm0ivLX2jIdyGp84Q,@MiguelJordan-n3g,1,hoja
